product_name,brands,nutriscore_grade,nova_group,energy-kcal_100g,sugars_100g,sodium_100g,saturated-fat_100g,fat_100g,carbohydrates_100g,proteins_100g,fiber_100g,additives_n,url,pnns_groups_1,pnns_groups_2,ID_Match
Helado Dulce de Leche Häagen-Dazs,Häagen-Dazs,e,4.0,,25.2,0.0838,9.71,15.5,26.2,4.85,0.0,3.0,http://world-en.openfoodfacts.org/product/3415582662282/helado-dulce-de-leche-haagen-dazs,Milk and dairy products,Ice cream,HELADO DULCE DE LECHE HÄAGEN-DAZS | HÄAGEN-DAZS
Macarons,Tipiak,e,,425.0,48.5,0.024,5.7,20.0,53.0,8.57,,,http://world-en.openfoodfacts.org/product/3450350093127/macarons-tipiak,Sugary snacks,Biscuits and cakes,MACARONS | TIPIAK
PriorDei oli d'oliva,PriorDei,c,2.0,900.0,0.0,0.0,17.0,100.0,0.0,0.0,,,http://world-en.openfoodfacts.org/product/3457041162452/priordei-oli-d-oliva,Fat and sauces,Fats,PRIORDEI OLI D'OLIVA | PRIORDEI
smoothproof,biolage,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/3474636679898/smoothproof-biolage,unknown,unknown,SMOOTHPROOF | BIOLAGE
k premiere,kerastase,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/3474637196684/k-premiere-kerastase,unknown,unknown,K PREMIERE | KERASTASE
Mini Baguettes Frances Costco,Menissez,unknown,,233.0,,0.49,,1.0,49.0,7.0,2.0,,http://world-en.openfoodfacts.org/product/3495564066895/mini-baguettes-frances-costco-menissez,unknown,unknown,MINI BAGUETTES FRANCES COSTCO | MENISSEZ
Loción limpiadora piel sensible,Cetaphil,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/3499320012850/locion-limpiadora-piel-sensible-cetaphil,unknown,unknown,LOCIÓN LIMPIADORA PIEL SENSIBLE | CETAPHIL
Leche Gansito,"Marinela,Bimbo S.A. de C.V.,Bimbo",e,4.0,,10.2,0.103,1.06,1.48,10.2,0.0,2.97,6.0,http://world-en.openfoodfacts.org/product/3548044475738/leche-gansito-marinela,Milk and dairy products,Milk and yogurt,"LECHE GANSITO | MARINELA,BIMBO S.A. DE C.V.,BIMBO"
MOZZARELLA,Carrefour,c,3.0,235.0,0.8,0.28,12.0,18.0,1.3,17.0,0.0,0.0,http://world-en.openfoodfacts.org/product/3560070060252/mozzarella-carrefour,Milk and dairy products,Cheese,MOZZARELLA | CARREFOUR
Couscous original Tipiak,Tipiak,a,1.0,,,,,,,,,0.0,http://world-en.openfoodfacts.org/product/3600900020121/couscous-original-tipiak,Cereals and potatoes,Cereals,COUSCOUS ORIGINAL TIPIAK | TIPIAK
Peach Jam,Bonne Maman,unknown,,238.0,59.0,,,0.1,59.0,0.4,1.3,,http://world-en.openfoodfacts.org/product/3608580761815/peach-jam-bonne-maman,unknown,unknown,PEACH JAM | BONNE MAMAN
Bonne Maman,Bonne Maman,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/3608580761839/bonne-maman,Sugary snacks,Sweets,BONNE MAMAN | BONNE MAMAN
Fondant Sabor Chocolate,Chef De Paris,unknown,,369.0,25.0,0.085,5.0,25.0,29.0,7.0,4.0,,http://world-en.openfoodfacts.org/product/3700478572876/fondant-sabor-chocolate-chef-de-paris,unknown,unknown,FONDANT SABOR CHOCOLATE | CHEF DE PARIS
Bruschette Bites Maretti,Maretti,d,4.0,,2.8,0.813,2.4,18.0,66.0,9.2,2.8,5.0,http://world-en.openfoodfacts.org/product/3800205874881/bruschette-bites-maretti,unknown,unknown,BRUSCHETTE BITES MARETTI | MARETTI
Bruschette Bites Mediterranean Vegetables Maretti,Maretti,d,4.0,,2.8,0.8,2.4,9.2,66.0,27.2,2.8,4.0,http://world-en.openfoodfacts.org/product/3800205874898/bruschette-bites-mediterranean-vegetables-maretti,unknown,unknown,BRUSCHETTE BITES MEDITERRANEAN VEGETABLES MARETTI | MARETTI
Worcestershire Sauce,French's,unknown,,75.2,14.9,0.723,,0.0,17.8,1.0,,,http://world-en.openfoodfacts.org/product/38135866/worcestershire-sauce-french-s,unknown,unknown,WORCESTERSHIRE SAUCE | FRENCH'S
cheerios miel,Cheerios,unknown,4.0,,,,,,,,,2.0,http://world-en.openfoodfacts.org/product/39410801/cheerios-miel,unknown,unknown,CHEERIOS MIEL | CHEERIOS
Queso Asadero,Agomeza,unknown,,242.0,14.0,,8.0,11.0,14.0,22.0,,,http://world-en.openfoodfacts.org/product/40014074/queso-asadero-agomeza,unknown,unknown,QUESO ASADERO | AGOMEZA
"KITKAT 4 Fingers Barre au Chocolat au Lait 41,5g, unitaire","Nestlé, Kitkat",e,4.0,510.0,43.4,0.06,14.7,26.1,60.6,6.6,2.5,2.0,http://world-en.openfoodfacts.org/product/40052397/kitkat-4-fingers-barre-au-chocolat-au-lait-41-5g-unitaire-nestle,Sugary snacks,Biscuits and cakes,"KITKAT 4 FINGERS BARRE AU CHOCOLAT AU LAIT 41,5G, UNITAIRE | NESTLÉ, KITKAT"
Pepinillos en vinagre,Develey,unknown,,25.0,4.3,0.56,0.1,0.2,4.3,0.4,,,http://world-en.openfoodfacts.org/product/4006824003049/pepinillos-en-vinagre-develey,unknown,unknown,PEPINILLOS EN VINAGRE | DEVELEY
Morceaux de Gingembre confit,Seeberger,not-applicable,4.0,323.0,74.0,0.012,0.3,0.3,79.0,0.2,2.2,1.0,http://world-en.openfoodfacts.org/product/4008258442012/morceaux-de-gingembre-confit-seeberger,Fruits and vegetables,Dried fruits,MORCEAUX DE GINGEMBRE CONFIT | SEEBERGER
Galletas con glaseado,Wicklein,e,4.0,373.0,45.2,0.052,4.3,7.0,71.1,0.0,2.8,4.0,http://world-en.openfoodfacts.org/product/4008355033748/galletas-con-glaseado-wicklein,Sugary snacks,Biscuits and cakes,GALLETAS CON GLASEADO | WICKLEIN
Electrolitos,Seltz,unknown,,274.0,0.0,3.39,0.0,0.0,53.2,0.0,0.0,,http://world-en.openfoodfacts.org/product/4022679148841/electrolitos-seltz,unknown,unknown,ELECTROLITOS | SELTZ
classic A,ossram,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/4050300046839/classic-a-ossram,unknown,unknown,CLASSIC A | OSSRAM
Del Valle Nectar Clarificado de Manzana,Coca-Cola Company,e,1.0,,10.8,0.00528,0.0,0.0,10.8,0.0,0.0,0.0,http://world-en.openfoodfacts.org/product/4060580052147/del-valle-nectar-clarificado-de-manzana-coca-cola-company,Beverages,Fruit nectars,DEL VALLE NECTAR CLARIFICADO DE MANZANA | COCA-COLA COMPANY
PANOTO-S,PANOTO-S,unknown,4.0,,,,,,,,,1.0,http://world-en.openfoodfacts.org/product/4104480412103/panoto-s,unknown,unknown,PANOTO-S | PANOTO-S
miguelito,miguelito,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/42005490/miguelito,unknown,unknown,MIGUELITO | MIGUELITO
Gurken,Rewe regional,unknown,,15.0,1.0,640.0,,,2.0,,1.0,,http://world-en.openfoodfacts.org/product/4388844297845/gurken-rewe-regional,unknown,unknown,GURKEN | REWE REGIONAL
Palomitas Limon Y Sal De Mar,Slim Pop,unknown,,459.9,3.3,0.44,2.1,29.5,41.6,7.0,15.9,,http://world-en.openfoodfacts.org/product/4421492603405/palomitas-limon-y-sal-de-mar-slim-pop,unknown,unknown,PALOMITAS LIMON Y SAL DE MAR | SLIM POP
Merengues sabor a menta Sweetwell,Sweetwell,unknown,4.0,,,,,,,,,3.0,http://world-en.openfoodfacts.org/product/4443487689874/merengues-sabor-a-menta-sweetwell,Sugary snacks,Chocolate products,MERENGUES SABOR A MENTA SWEETWELL | SWEETWELL
My Home touch,STANHOME,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/44453831/my-home-touch-stanhome,unknown,unknown,MY HOME TOUCH | STANHOME
Ensure advence,abbot,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/44862503/ensure-advence-abbot,unknown,unknown,ENSURE ADVENCE | ABBOT
Pan integral Bimbo cero cero,Bimbo,a,4.0,285.0,0.941,0.0,0.235,1.41,36.2,14.8,5.88,3.0,http://world-en.openfoodfacts.org/product/4500950028629/pan-integral-bimbo-cero-cero,Cereals and potatoes,Bread,PAN INTEGRAL BIMBO CERO CERO | BIMBO
Tocino Ahumado Rebanado,Corona,d,,220.0,0.0,1.0,5.0,18.0,1.0,15.0,0.0,,http://world-en.openfoodfacts.org/product/4501012399480/tocino-ahumado-rebanado-corona,Fish Meat Eggs,Meat,TOCINO AHUMADO REBANADO | CORONA
refresco de toronja sin calorías,Peña fiel,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/4501223840054/refresco-de-toronja-sin-calorias-pena-fiel,unknown,unknown,REFRESCO DE TORONJA SIN CALORÍAS | PEÑA FIEL
Svetia (Stevia),Metco,not-applicable,4.0,,90.0,0.0,0.0,0.0,90.0,0.0,0.0,3.0,http://world-en.openfoodfacts.org/product/4501433201324/svetia-stevia-metco,unknown,unknown,SVETIA (STEVIA) | METCO
Mission ZERO CARBS,mission,c,4.0,129.96,0.3,0.757,3.1,7.8,1.44,13.5,40.0,5.0,http://world-en.openfoodfacts.org/product/4501434410848/mission-zero-carbs,Salty snacks,Appetizers,MISSION ZERO CARBS | MISSION
Yogur Oikos Mango y Mandarina Danone,Danone,c,4.0,,10.9,0.0458,1.16,1.82,13.0,3.07,0.267,7.0,http://world-en.openfoodfacts.org/product/4501448398965/yogur-oikos-mango-y-mandarina-danone,Milk and dairy products,Milk and yogurt,YOGUR OIKOS MANGO Y MANDARINA DANONE | DANONE
CHICHARO CON ZANAHORIA,LA HUERTA,a,1.0,,4.4,0.152,0.0,0.0,11.0,2.0,4.0,0.0,http://world-en.openfoodfacts.org/product/4501477903062/chicharo-con-zanahoria-la-huerta,Fruits and vegetables,Vegetables,CHICHARO CON ZANAHORIA | LA HUERTA
Cafe el marino artesanal regular,El marino,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/4501486748012/cafe-el-marino-artesanal-regular,unknown,unknown,CAFE EL MARINO ARTESANAL REGULAR | EL MARINO
Harina de trigo,Espuma de chapala,c,,,15.4,0.00305,0.4,1.9,71.5,11.2,1.4,,http://world-en.openfoodfacts.org/product/4501576777878/harina-de-trigo-espuma-de-chapala,Cereals and potatoes,Cereals,HARINA DE TRIGO | ESPUMA DE CHAPALA
+proteína,Lala 100,unknown,,53.0,3.4,0.033,,2.0,3.4,5.4,0.0,,http://world-en.openfoodfacts.org/product/4501610548495/proteina-lala-100,unknown,unknown,+PROTEÍNA | LALA 100
Bagel,New York Deli Bagel,unknown,,249.0,3.2,0.291,0.77,0.77,51.0,9.6,2.2,,http://world-en.openfoodfacts.org/product/4501644100027/bagel-new-york-deli-bagel,unknown,unknown,BAGEL | NEW YORK DELI BAGEL
Canelitas Bites Marinela,Marinela,e,4.0,,26.7,0.322,3.33,16.7,76.7,6.67,3.33,6.0,http://world-en.openfoodfacts.org/product/4501914652805/canelitas-bites-marinela,Sugary snacks,Biscuits and cakes,CANELITAS BITES MARINELA | MARINELA
helvetia,helvetia,unknown,4.0,,,,,,,,,2.0,http://world-en.openfoodfacts.org/product/4502077980088/helvetia,Salty snacks,Salty and fatty products,HELVETIA | HELVETIA
protein bar,green mountain,not-applicable,,465.7,18.7,66.6,9.2,24.5,32.7,28.6,5.9,0.0,http://world-en.openfoodfacts.org/product/4503043983003/protein-bar-green-mountain,unknown,unknown,PROTEIN BAR | GREEN MOUNTAIN
Mixed Berries,Nature Prime,unknown,,42.9,6.43,0.0,0.0,0.714,11.4,1.43,4.29,,http://world-en.openfoodfacts.org/product/4503184720055/mixed-berries-nature-prime,unknown,unknown,MIXED BERRIES | NATURE PRIME
Croissant 12 piezas mantequilla,Kirkland,unknown,4.0,,,,,,,,,0.0,http://world-en.openfoodfacts.org/product/4505645000003/croissant-12-piezas-mantequilla-kirkland,unknown,unknown,CROISSANT 12 PIEZAS MANTEQUILLA | KIRKLAND
Oikos Griego Natural Sin Azucar,Oikos,unknown,,92.1,5.5,0.0535,3.4,5.3,5.5,5.6,0.0,,http://world-en.openfoodfacts.org/product/4506033106017/oikos-griego-natural-sin-azucar,unknown,unknown,OIKOS GRIEGO NATURAL SIN AZUCAR | OIKOS
"SOPA CREMA GOURMET, CAMARON",Knorr,b,4.0,,2.44,0.237,0.8,1.52,5.84,2.08,0.36,3.0,http://world-en.openfoodfacts.org/product/4506486370737/sopa-crema-gourmet-camaron-knorr,unknown,unknown,"SOPA CREMA GOURMET, CAMARON | KNORR"
Pay De Calabaza 12”,Kirkland,unknown,,227.5,24.4,0.3184,2.7,5.9,38.5,5.1,0.4,,http://world-en.openfoodfacts.org/product/4507948000001/pay-de-calabaza-12-kirkland,unknown,unknown,PAY DE CALABAZA 12” | KIRKLAND
Chocoflan,Kirkland Signature,unknown,,247.9,19.3,0.1992,3.8,8.7,36.2,6.2,1.3,,http://world-en.openfoodfacts.org/product/4532666000002/chocoflan-kirkland-signature,unknown,unknown,CHOCOFLAN | KIRKLAND SIGNATURE
Pastel Choco Fudge,Kirkland,unknown,,369.7,34.9,0.4557,6.3,16.1,50.7,5.5,,,http://world-en.openfoodfacts.org/product/4540273000001/pastel-choco-fudge-kirkland,unknown,unknown,PASTEL CHOCO FUDGE | KIRKLAND
Chocolate chips cookies,Kirkland Signature,e,,486.8,33.1,0.3153,10.9,23.6,62.4,6.2,3.1,,http://world-en.openfoodfacts.org/product/4542655000005/chocolate-chips-cookies-kirkland-signature,Sugary snacks,Biscuits and cakes,CHOCOLATE CHIPS COOKIES | KIRKLAND SIGNATURE
Cocos Boule De Neige,Muji,unknown,,540.0,,0.02,,30.6,56.2,10.1,,,http://world-en.openfoodfacts.org/product/4550584431586/cocos-boule-de-neige-muji,unknown,unknown,COCOS BOULE DE NEIGE | MUJI
Pollo Rostizado,Kirkland Signature,unknown,,227.0,0.0,0.199,3.9,13.3,0.0,26.9,0.0,,http://world-en.openfoodfacts.org/product/4555491000009/pollo-rostizado-kirkland-signature,unknown,unknown,POLLO ROSTIZADO | KIRKLAND SIGNATURE
CREMA DE ELOTE,KNORR,c,4.0,,3.04,0.278,0.72,4.28,8.28,0.96,0.16,8.0,http://world-en.openfoodfacts.org/product/4571383311817/crema-de-elote-knorr,Composite foods,One-dish meals,CREMA DE ELOTE | KNORR
ookies n creme chocolate bar,Hershey,unknown,,520.0,49.9,,16.5,26.8,64.3,5.4,0.7,,http://world-en.openfoodfacts.org/product/4577107851362/ookies-n-creme-chocolate-bar-hershey,unknown,unknown,OOKIES N CREME CHOCOLATE BAR | HERSHEY
Pizza Italiana Delgada,Kirkland Signature,unknown,,273.0,0.0,0.6596,6.9,14.6,22.0,13.2,0.5,,http://world-en.openfoodfacts.org/product/4593468000003/pizza-italiana-delgada-kirkland-signature,unknown,unknown,PIZZA ITALIANA DELGADA | KIRKLAND SIGNATURE
Chile en Nogada,Kirkland Signature,unknown,,214.0,6.5,0.1966,6.87,17.6,6.5,7.3,1.8,,http://world-en.openfoodfacts.org/product/4599887000006/chile-en-nogada-kirkland-signature,unknown,unknown,CHILE EN NOGADA | KIRKLAND SIGNATURE
Barberry Dried,East Magic,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/4606598000659/barberry-dried-east-magic,unknown,unknown,BARBERRY DRIED | EAST MAGIC
Bulgur,Uvelka,unknown,,375.0,0.0,0.0,0.0,0.0,75.0,15.0,5.0,,http://world-en.openfoodfacts.org/product/4607016247977/bulgur-uvelka,unknown,unknown,BULGUR | UVELKA
Pastel de zanahoria Costco,Kirkland,unknown,,,,,,,,,,0.0,http://world-en.openfoodfacts.org/product/4607261000006/pastel-de-zanahoria-costco-kirkland,Sugary snacks,Biscuits and cakes,PASTEL DE ZANAHORIA COSTCO | KIRKLAND
Mini dona,Kirkland,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/4652306000008/mini-dona-kirkland,unknown,unknown,MINI DONA | KIRKLAND
Croissant,Kirkland,e,,455.0,11.1,0.178,19.1,26.4,43.7,10.7,2.3,,http://world-en.openfoodfacts.org/product/4662517000001/croissant-kirkland,Sugary snacks,Pastries,CROISSANT | KIRKLAND
Bagguette Rustica,Kirkland,unknown,,353.7,4.3,0.782,0.2,1.3,72.1,13.4,2.5,,http://world-en.openfoodfacts.org/product/4665262000005/bagguette-rustica-kirkland,unknown,unknown,BAGGUETTE RUSTICA | KIRKLAND
pastel de choco fudge,Kirkland,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/4666668000002/pastel-de-choco-fudge-kirkland,Milk and dairy products,Dairy desserts,PASTEL DE CHOCO FUDGE | KIRKLAND
Panque De Mantequilla,Kirkland,unknown,,402.4,22.9,0.3948,12.6,19.2,51.9,5.5,2.0,,http://world-en.openfoodfacts.org/product/4668748000001/panque-de-mantequilla-kirkland,unknown,unknown,PANQUE DE MANTEQUILLA | KIRKLAND
Mini Dona,Kirkland Signature,unknown,,402.8,23.6,,10.2,21.6,46.4,5.7,3.1,,http://world-en.openfoodfacts.org/product/4676109000003/mini-dona-kirkland-signature,unknown,unknown,MINI DONA | KIRKLAND SIGNATURE
roles de canela,kirkland,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/4680323000008/roles-de-canela-kirkland,Cereals and potatoes,Bread,ROLES DE CANELA | KIRKLAND
Tuxedo,Costco,unknown,,358.1,,,,20.5,37.9,5.5,,,http://world-en.openfoodfacts.org/product/4681266000001/tuxedo-costco,unknown,unknown,TUXEDO | COSTCO
Pechuga Rostizada Costco,Kirkland,unknown,,129.41,0.0,0.44706,0.59,2.94,0.0,24.71,0.0,,http://world-en.openfoodfacts.org/product/4681390000007/pechuga-rostizada-costco-kirkland,unknown,unknown,PECHUGA ROSTIZADA COSTCO | KIRKLAND
Orejas De Mantequilla,Kirkland,e,,461.0,18.2,0.2704,21.9,27.0,51.7,2.9,3.9,,http://world-en.openfoodfacts.org/product/4684255000006/orejas-de-mantequilla-kirkland,Sugary snacks,Biscuits and cakes,OREJAS DE MANTEQUILLA | KIRKLAND
Pastel Fresas Con Crema,Kirkland,unknown,,308.0,23.9,0.171,13.5,20.6,29.0,1.8,2.2,,http://world-en.openfoodfacts.org/product/4684850000005/pastel-fresas-con-crema-kirkland,unknown,unknown,PASTEL FRESAS CON CREMA | KIRKLAND
Danes De Guayaba,Kirkland Signature (Costco),unknown,,323.2,21.5,0.3739,6.7,9.2,55.2,4.9,0.5,,http://world-en.openfoodfacts.org/product/4688812000003/danes-de-guayaba-kirkland-signature-costco,unknown,unknown,DANES DE GUAYABA | KIRKLAND SIGNATURE (COSTCO)
Crujiente De Almendra,Kirkland,unknown,,436.5,18.9,0.2846,14.9,26.1,42.1,8.3,3.3,,http://world-en.openfoodfacts.org/product/4688813000002/crujiente-de-almendra-kirkland,unknown,unknown,CRUJIENTE DE ALMENDRA | KIRKLAND
Centros Dona Costco Rellenos,Kirkland,unknown,,492.0,22.5,0.327,11.8,32.3,42.5,7.8,2.9,,http://world-en.openfoodfacts.org/product/4692166000008/centros-dona-costco-rellenos-kirkland,unknown,unknown,CENTROS DONA COSTCO RELLENOS | KIRKLAND
Orejas De Mantequilla Con Canela,KIRKLAND signature,unknown,,445.4,28.3,0.3519,15.1,21.0,62.4,1.7,4.7,,http://world-en.openfoodfacts.org/product/4696298000004/orejas-de-mantequilla-con-canela-kirkland-signature,unknown,unknown,OREJAS DE MANTEQUILLA CON CANELA | KIRKLAND SIGNATURE
Coconut Milk & Taro Ice Pops,Shuang Yeh Ice,unknown,,143.0,14.3,0.0357,2.86,5.0,21.4,1.43,0.0,,http://world-en.openfoodfacts.org/product/4710131253119/coconut-milk-taro-ice-pops-shuang-yeh-ice,unknown,unknown,COCONUT MILK & TARO ICE POPS | SHUANG YEH ICE
Coconut Milk & Taro Ice Pops,Shuang Yeh Ice,unknown,,143.0,14.3,0.0357,2.86,5.0,21.4,1.43,0.0,,http://world-en.openfoodfacts.org/product/4710131253218/coconut-milk-taro-ice-pops-shuang-yeh-ice,unknown,unknown,COCONUT MILK & TARO ICE POPS | SHUANG YEH ICE
Bloomed Blush stick,AMISE,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/4710409899964/bloomed-blush-stick-amise,unknown,unknown,BLOOMED BLUSH STICK | AMISE
Selection by Rimi Salchichon,Rimi,unknown,,333.0,2.0,1.77,10.0,25.0,3.0,24.0,,,http://world-en.openfoodfacts.org/product/4752050611458/selection-by-rimi-salchichon,unknown,unknown,SELECTION BY RIMI SALCHICHON | RIMI
AlowTea Original Té Verde,"AlowTea,PCM Group",unknown,4.0,,,0.00762,,0.0,0.0,0.0,0.0,5.0,http://world-en.openfoodfacts.org/product/4897031964915/alowtea-original-te-verde,Beverages,Artificially sweetened beverages,"ALOWTEA ORIGINAL TÉ VERDE | ALOWTEA,PCM GROUP"
Muffins Surtido,Costco,unknown,,374.0,30.1,0.3424,3.9,16.3,51.6,5.2,3.0,,http://world-en.openfoodfacts.org/product/4900800000001/muffins-surtido-costco,unknown,unknown,MUFFINS SURTIDO | COSTCO
Soupe Tofu Miso Instantanée KIKKOMAN 30G Japon,Kikkoman,e,4.0,339.0,14.0,8.0,2.6,13.0,21.0,27.0,0.0,4.0,http://world-en.openfoodfacts.org/product/4901515359040/soupe-tofu-miso-instantanee-kikkoman-30g-japon,Composite foods,One-dish meals,SOUPE TOFU MISO INSTANTANÉE KIKKOMAN 30G JAPON | KIKKOMAN
Udon Naikabu,Maruchan,unknown,,126.0,,0.2,,0.4,27.3,3.4,,,http://world-en.openfoodfacts.org/product/4901990217545/udon-naikabu-maruchan,unknown,unknown,UDON NAIKABU | MARUCHAN
Tofu Frito,Ok Kinuatsuage,unknown,,120.2,2.0,0.0393,2.7,7.8,7.5,5.0,0.9,,http://world-en.openfoodfacts.org/product/4970632010356/tofu-frito-ok-kinuatsuage,unknown,unknown,TOFU FRITO | OK KINUATSUAGE
te verde,chino,unknown,,,,,,,,,,0.0,http://world-en.openfoodfacts.org/product/4976515009035/te-verde-chino,Beverages,Unsweetened beverages,TE VERDE | CHINO
Worcestershire sauce,Lea & Perrins,e,4.0,100.0,19.0,1.14,0.4,0.9,23.7,1.0,0.0,0.0,http://world-en.openfoodfacts.org/product/5000111001540/worcestershire-sauce-lea-perrins,Fat and sauces,Dressings and sauces,WORCESTERSHIRE SAUCE | LEA & PERRINS
Snickers,Snickers,e,4.0,481.0,51.8,0.2515,7.9,22.5,60.5,8.6,4.3,1.0,http://world-en.openfoodfacts.org/product/5000159461122/snickers,Sugary snacks,Biscuits and cakes,SNICKERS | SNICKERS
Pink Raspberry & Cream Digestives,Digestives,unknown,,516.0,28.4,,15.5,26.5,61.9,5.81,2.58,,http://world-en.openfoodfacts.org/product/5000168008561/pink-raspberry-cream-digestives,Sugary snacks,Biscuits and cakes,PINK RASPBERRY & CREAM DIGESTIVES | DIGESTIVES
tanqueray gin,Tanqueray,unknown,,,,,,,,,,,http://world-en.openfoodfacts.org/product/5000291020706/tanqueray-gin,unknown,unknown,TANQUERAY GIN | TANQUERAY
Granola arándano y mora azul,Granvita,unknown,,371.8,,0.087,2.1,11.4000006666667,56.0,11.3,13.3,,http://world-en.openfoodfacts.org/product/5000337400257/granola-arandano-y-mora-azul-granvita,unknown,unknown,GRANOLA ARÁNDANO Y MORA AZUL | GRANVITA
mantequilla gourmet,Gloria,b,4.0,37.8,0.0,0.0002,2.4,4.2,0.0,0.0,0.0,1.0,http://world-en.openfoodfacts.org/product/50016105/mantequilla-gourmet-gloria,unknown,unknown,MANTEQUILLA GOURMET | GLORIA
AGRIDULCE SALSA PARA SALTEADO,BLUE DRAGON,d,4.0,,23.1,0.509016,0.1,0.1,29.7,0.2,0.3,1.0,http://world-en.openfoodfacts.org/product/5010338014131/agridulce-salsa-para-salteado-blue-dragon,Fat and sauces,Dressings and sauces,AGRIDULCE SALSA PARA SALTEADO | BLUE DRAGON
SALSA AGRIDULCE,BLUE DRAGON,e,4.0,,54.7,1.7272,0.0,0.7,55.1,0.6,1.6,2.0,http://world-en.openfoodfacts.org/product/5010338015176/salsa-agridulce-blue-dragon,Fat and sauces,Dressings and sauces,SALSA AGRIDULCE | BLUE DRAGON
SWEET CHILLI & GARLIC STIR FRY SAUCE Our world fam,BLUE DRAGON,d,4.0,160.0,33.3,0.388,0.1,0.5,38.3,0.3,0.2,1.0,http://world-en.openfoodfacts.org/product/5010338015404/sweet-chilli-garlic-stir-fry-sauce-our-world-fam-blue-dragon,Fat and sauces,Dressings and sauces,SWEET CHILLI & GARLIC STIR FRY SAUCE OUR WORLD FAM | BLUE DRAGON
OSTION Y CEBOLLIN,BLUE DRAGON,d,4.0,104.0,20.4,0.708,0.02,0.1,24.3,1.6,,2.0,http://world-en.openfoodfacts.org/product/5010338015442/ostion-y-cebollin-blue-dragon,Fat and sauces,Dressings and sauces,OSTION Y CEBOLLIN | BLUE DRAGON
CHOW MEIN,BLUE DRAGON,c,4.0,76.6,8.46,0.395,0.229,2.86,12.1,0.571,0.229,2.0,http://world-en.openfoodfacts.org/product/5010338015480/chow-mein-blue-dragon,Fat and sauces,Dressings and sauces,CHOW MEIN | BLUE DRAGON
SALSA TERIYAKI,BLUE DRAGON,unknown,4.0,104.0,16.7,0.3,,0.167,22.5,10.8,,3.0,http://world-en.openfoodfacts.org/product/5010338015497/salsa-teriyaki-blue-dragon,Fat and sauces,Dressings and sauces,SALSA TERIYAKI | BLUE DRAGON
Highland Collection Shortbread,Campbells,unknown,,515.0,21.6,0.9,17.4,27.5,61.7,5.8,,,http://world-en.openfoodfacts.org/product/5010909003403/highland-collection-shortbread-campbells,unknown,unknown,HIGHLAND COLLECTION SHORTBREAD | CAMPBELLS
Pure Irish Butter (salted),Kerrygold,e,,744.0,0.60000002384186,0.72,53.0,80.0,0.60000002384186,0.60000002384186,,0.0,http://world-en.openfoodfacts.org/product/5011038135904/pure-irish-butter-salted-kerrygold,Fat and sauces,Fats,PURE IRISH BUTTER (SALTED) | KERRYGOLD
Mantequilla pura de Irlanda,Kerrygold,e,2.0,748.0,0.6,0.0,54.0,82.0,0.6,0.0,,0.0,http://world-en.openfoodfacts.org/product/5011038135911/mantequilla-pura-de-irlanda-kerrygold,Fat and sauces,Fats,MANTEQUILLA PURA DE IRLANDA | KERRYGOLD
St. Dalfour Zarzamora,St. Dalfour,d,4.0,,49.5,0.0,0.526,0.526,50.5,0.526,4.74,1.0,http://world-en.openfoodfacts.org/product/5014271320427/st-dalfour-zarzamora,Sugary snacks,Sweets,ST. DALFOUR ZARZAMORA | ST. DALFOUR
Wild Blueberry High Fruit Content Spread,ST DALFOUR,d,4.0,883.0,209.0,0.0,0.0,0.0,217.0,0.0,6.96,1.0,http://world-en.openfoodfacts.org/product/5014271330426/wild-blueberry-high-fruit-content-spread-st-dalfour,Sugary snacks,Sweets,WILD BLUEBERRY HIGH FRUIT CONTENT SPREAD | ST DALFOUR
St. Dalfour Durazno,St. Dalfour,d,4.0,218.0,55.5,0.0,0.5,0.5,53.0,0.5,1.0,1.0,http://world-en.openfoodfacts.org/product/5014271370422/st-dalfour-durazno,Sugary snacks,Sweets,ST. DALFOUR DURAZNO | ST. DALFOUR
St Dalfour Mermelada de Frambuesa,ST DALFOUR,d,4.0,218.0,44.0,0.008,0.0,0.4,52.0,0.6,2.2,1.0,http://world-en.openfoodfacts.org/product/5014271390420/st-dalfour-mermelada-de-frambuesa,Sugary snacks,Sweets,ST DALFOUR MERMELADA DE FRAMBUESA | ST DALFOUR
